id_log,tipo_acao,id_pagamento,tipo_pagamento_id_tipo_pagamento,valor_pago,data_pagamento,DataHoraOperacao,ExecutedBy
5834,INSERT,5285,1,162.15,2025-02-24 12:45:19.038786,2025-02-24 12:49:57.038786,lorenzorodrigues
5835,INSERT,5286,3,160.59,2023-08-24 09:00:47.621106,2023-08-24 09:01:29.621106,psouza
5836,INSERT,5287,1,88.11,2024-10-14 15:15:10.604477,2024-10-14 15:20:04.604477,sandrade
5837,INSERT,5288,5,788.47,2023-07-06 15:30:18.282378,2023-07-06 15:30:47.282378,fariasluiz-henrique
5838,INSERT,5289,4,99.49,2024-02-22 14:30:27.205453,2024-02-22 14:34:34.205453,elopes
5839,INSERT,5290,5,183.45,2025-01-08 15:30:45.697367,2025-01-08 15:32:45.697367,wsousa
5840,INSERT,5291,2,465.19,2023-03-22 09:30:23.590701,2023-03-22 09:31:47.590701,ayla72
5841,INSERT,5292,3,72.67,2023-02-20 14:00:35.176843,2023-02-20 14:02:19.176843,qfarias
5842,INSERT,5293,1,379.87,2025-06-06 13:45:25.280335,2025-06-06 13:47:37.280335,dazevedo
5843,INSERT,5294,2,677.29,2023-09-25 16:45:55.528175,2023-09-25 16:46:15.528175,gael-henrique22
5844,INSERT,5295,5,476.29,2022-09-23 10:45:12.418792,2022-09-23 10:48:58.418792,lazevedo
5845,INSERT,5296,4,318.02,2025-05-24 09:15:28.321083,2025-05-24 09:19:56.321083,ravy24
5846,INSERT,5297,5,544.7,2024-06-28 12:00:46.713689,2024-06-28 12:01:29.713689,falbuquerque
5847,INSERT,5298,2,51.2,2025-05-01 09:45:03.576774,2025-05-01 09:49:01.576774,da-motamaria-eduarda
5848,INSERT,5299,5,645.59,2024-06-28 09:45:56.578367,2024-06-28 09:47:34.578367,ana-carolinagomes
5849,INSERT,5300,1,460.46,2024-04-03 17:00:48.872148,2024-04-03 17:01:54.872148,yagolopes
5850,INSERT,5301,5,645.8,2023-11-25 13:15:51.540884,2023-11-25 13:18:44.540884,barbosavitoria
5851,INSERT,5302,1,731.76,2022-08-27 15:45:12.651498,2022-08-27 15:49:29.651498,vitoria20
5852,INSERT,5303,4,629.89,2024-03-10 16:45:06.808078,2024-03-10 16:49:21.808078,vasconceloshelena
5853,INSERT,5304,4,269.49,2022-11-20 11:00:08.215770,2022-11-20 11:04:55.215770,joao-lucasnascimento
5854,UPDATE,5304,4,291.87,2022-11-20 11:00:08.215770,2022-11-21 11:03:03.215770,gabriellyramos
5855,INSERT,5305,1,468.51,2024-02-27 17:45:41.267730,2024-02-27 17:46:53.267730,gda-costa
5856,INSERT,5306,2,60.1,2023-07-10 11:15:59.998391,2023-07-10 11:17:09.998391,xramos
5857,INSERT,5307,2,498.65,2025-04-06 16:00:21.855064,2025-04-06 16:01:14.855064,helenaandrade
5858,INSERT,5308,2,304.88,2023-09-02 15:00:07.547528,2023-09-02 15:04:51.547528,ana-ceciliasa
5859,INSERT,5309,2,194.83,2024-05-23 14:15:21.122433,2024-05-23 14:17:48.122433,apollojesus
5860,INSERT,5310,2,72.91,2023-09-14 13:00:23.145306,2023-09-14 13:03:03.145306,ana-liviafonseca
5861,INSERT,5311,4,413.11,2022-08-25 15:30:41.883116,2022-08-25 15:31:37.883116,vmachado
5862,INSERT,5312,3,128.42,2024-01-24 16:30:43.539407,2024-01-24 16:32:43.539407,ualves
5863,INSERT,5313,2,355.89,2023-09-05 10:00:32.732870,2023-09-05 10:02:31.732870,msouza
5864,UPDATE,5313,2,386.34,2023-09-05 10:00:32.732870,2023-09-09 10:01:50.732870,mcavalcante
5865,INSERT,5314,2,738.68,2024-04-16 10:30:09.057796,2024-04-16 10:33:48.057796,theo08
5866,UPDATE,5314,2,807.59,2024-04-16 10:30:09.057796,2024-04-19 10:34:28.057796,moreirarenan
5867,INSERT,5315,4,151.91,2023-04-21 18:15:53.037400,2023-04-21 18:19:45.037400,mrocha
5868,UPDATE,5315,4,158.95,2023-04-21 18:15:53.037400,2023-04-23 18:18:13.037400,jda-mata
5869,INSERT,5316,3,176.77,2023-11-13 12:30:16.950806,2023-11-13 12:31:35.950806,vmartins
5870,UPDATE,5316,3,183.54,2023-11-13 12:30:16.950806,2023-11-14 12:34:03.950806,ana-lizmelo
5871,INSERT,5317,2,330.19,2024-09-18 09:15:43.950939,2024-09-18 09:16:56.950939,alexiamoraes
5872,INSERT,5318,2,788.87,2025-04-19 17:15:56.112635,2025-04-19 17:17:27.112635,gcampos
5873,INSERT,5319,1,567.89,2025-02-19 13:15:10.294807,2025-02-19 13:20:02.294807,waragao
5874,INSERT,5320,4,292.28,2024-01-02 15:00:22.665513,2024-01-02 15:02:08.665513,ceciliajesus
5875,INSERT,5321,5,188.22,2023-10-27 14:15:45.906009,2023-10-27 14:16:52.906009,xpacheco
5876,INSERT,5322,3,708.95,2023-05-19 11:00:50.069963,2023-05-19 11:03:43.069963,larissa93
5877,INSERT,5323,1,576.36,2022-11-16 10:00:46.385800,2022-11-16 10:01:58.385800,luan94
5878,UPDATE,5323,1,480.41,2022-11-16 10:00:46.385800,2022-11-21 10:01:07.385800,brayanborges
5879,INSERT,5324,4,447.31,2025-05-06 08:30:06.952469,2025-05-06 08:33:23.952469,jesusnathan
5880,INSERT,5325,5,463.08,2024-04-02 18:00:50.397586,2024-04-02 18:03:48.397586,antonella19
5881,UPDATE,5325,5,419.08,2024-04-02 18:00:50.397586,2024-04-03 18:04:15.397586,alopes
5882,INSERT,5326,3,250.54,2023-11-02 15:15:13.448314,2023-11-02 15:18:31.448314,joao-lucasferreira
5883,INSERT,5327,1,255.6,2024-02-01 17:00:38.105945,2024-02-01 17:01:25.105945,rochamilena
5884,UPDATE,5327,1,250.12,2024-02-01 17:00:38.105945,2024-02-05 17:03:36.105945,larissaabreu
5885,INSERT,5328,2,259.81,2024-08-07 10:15:50.973861,2024-08-07 10:16:33.973861,goncalvesrenan
5886,INSERT,5329,4,661.84,2025-05-30 17:00:42.526195,2025-05-30 17:01:57.526195,luiz-gustavoandrade
5887,INSERT,5330,3,337.66,2024-03-12 16:45:41.013908,2024-03-12 16:49:00.013908,jesusmaria-luisa
5888,UPDATE,5330,3,395.21,2024-03-12 16:45:41.013908,2024-03-13 16:48:37.013908,goncalvessara
5889,INSERT,5331,4,402.89,2023-04-14 16:00:34.406336,2023-04-14 16:04:45.406336,maria-luisa37
5890,UPDATE,5331,4,323.37,2023-04-14 16:00:34.406336,2023-04-19 16:04:10.406336,luan85
5891,INSERT,5332,1,673.45,2024-09-19 09:15:57.666030,2024-09-19 09:17:03.666030,wmoura
5892,INSERT,5333,3,70.23,2022-07-05 16:30:29.136600,2022-07-05 16:31:07.136600,cavalcanteisabella
5893,INSERT,5334,4,165.12,2025-05-24 12:45:47.258634,2025-05-24 12:48:17.258634,ramosleo
5894,UPDATE,5334,4,160.35,2025-05-24 12:45:47.258634,2025-05-25 12:50:46.258634,maria-juliacorreia
5895,INSERT,5335,1,102.8,2025-04-22 18:00:11.222289,2025-04-22 18:05:06.222289,rezendemaysa
5896,INSERT,5336,5,116.57,2024-02-24 09:30:43.031210,2024-02-24 09:35:25.031210,aandrade
5897,INSERT,5337,2,708.32,2025-04-21 08:15:10.708117,2025-04-21 08:18:05.708117,qpacheco
5898,INSERT,5338,1,237.69,2025-03-17 16:45:56.388832,2025-03-17 16:50:25.388832,azevedocatarina
5899,INSERT,5339,2,266.97,2023-12-31 14:00:22.586173,2023-12-31 14:01:04.586173,mlopes
5900,UPDATE,5339,2,219.16,2023-12-31 14:00:22.586173,2024-01-05 14:01:49.586173,udas-neves
5901,INSERT,5340,5,694.34,2023-07-04 09:00:35.025136,2023-07-04 09:03:21.025136,freitassarah
5902,INSERT,5341,2,591.57,2022-09-15 11:45:17.628996,2022-09-15 11:49:37.628996,gustavo-henrique62
5903,INSERT,5342,3,154.29,2024-04-27 10:15:28.815877,2024-04-27 10:17:54.815877,melomarcelo
5904,INSERT,5343,4,546.81,2024-08-12 10:30:05.076196,2024-08-12 10:31:33.076196,maria-sophiasiqueira
5905,INSERT,5344,1,407.0,2022-12-20 16:15:53.942056,2022-12-20 16:18:38.942056,ester94
5906,INSERT,5345,4,235.0,2024-01-17 18:00:27.048235,2024-01-17 18:02:35.048235,juliagoncalves
5907,INSERT,5346,5,552.78,2024-09-14 15:30:13.510107,2024-09-14 15:31:03.510107,mariacunha
5908,INSERT,5347,2,367.58,2023-01-22 10:45:33.124996,2023-01-22 10:47:01.124996,maria-luisa28
5909,INSERT,5348,5,328.49,2023-01-23 17:15:43.127481,2023-01-23 17:17:00.127481,borgesmateus
5910,UPDATE,5348,5,368.77,2023-01-23 17:15:43.127481,2023-01-25 17:20:21.127481,diaslevi
5911,INSERT,5349,3,565.93,2025-04-06 17:00:51.440565,2025-04-06 17:02:48.440565,igor34
5912,UPDATE,5349,3,622.73,2025-04-06 17:00:51.440565,2025-04-09 17:04:37.440565,maria-clara00
5913,INSERT,5350,3,592.26,2023-02-06 13:30:25.102477,2023-02-06 13:31:06.102477,costelabenjamim
5914,INSERT,5351,2,440.52,2023-03-10 10:45:21.625973,2023-03-10 10:47:32.625973,isiscassiano
5915,INSERT,5352,1,129.57,2025-01-13 10:15:27.173659,2025-01-13 10:16:21.173659,sofiamelo
5916,INSERT,5353,2,327.59,2023-04-07 11:00:28.993517,2023-04-07 11:05:02.993517,da-costaluan
5917,INSERT,5354,5,61.23,2022-12-15 18:45:26.862885,2022-12-15 18:50:16.862885,matteofonseca
5918,INSERT,5355,3,81.77,2023-09-02 11:15:25.336558,2023-09-02 11:16:27.336558,amanda95
5919,INSERT,5356,2,112.09,2023-10-06 18:30:20.495487,2023-10-06 18:34:40.495487,cassianoandre
5920,INSERT,5357,5,412.01,2025-05-13 14:15:12.328523,2025-05-13 14:17:23.328523,fmendes
5921,INSERT,5358,2,365.78,2024-04-22 14:45:43.501542,2024-04-22 14:47:39.501542,calebe06
5922,UPDATE,5358,2,300.99,2024-04-22 14:45:43.501542,2024-04-25 14:49:37.501542,pereiralorena
5923,INSERT,5359,3,690.12,2025-02-04 16:45:01.674511,2025-02-04 16:46:27.674511,camaradiogo
5924,INSERT,5360,2,490.34,2024-07-02 17:15:39.992319,2024-07-02 17:18:43.992319,valentinabrito
5925,INSERT,5361,3,762.87,2023-04-21 09:30:49.299060,2023-04-21 09:35:00.299060,rochadante
5926,INSERT,5362,1,344.19,2024-02-06 08:45:57.845073,2024-02-06 08:48:00.845073,pintovalentim
5927,INSERT,5363,2,66.63,2023-06-15 17:00:57.455933,2023-06-15 17:01:47.455933,jsantos
5928,INSERT,5364,3,104.12,2024-03-18 10:15:19.565145,2024-03-18 10:17:25.565145,marquesana-carolina
5929,INSERT,5365,1,747.4,2025-01-01 18:30:26.914439,2025-01-01 18:33:38.914439,pedro78
5930,INSERT,5366,1,672.97,2024-11-17 16:30:31.765598,2024-11-17 16:33:28.765598,cassianoagatha
5931,INSERT,5367,1,667.65,2025-06-12 08:00:47.784228,2025-06-12 08:00:52.784228,vitor-hugomendes
5932,INSERT,5368,1,340.29,2024-06-07 18:30:50.996694,2024-06-07 18:34:11.996694,martinsbianca
5933,INSERT,5369,1,108.72,2024-09-23 09:00:00.681062,2024-09-23 09:04:48.681062,jose-pedro23
5934,INSERT,5370,2,514.84,2023-09-03 14:45:27.451838,2023-09-03 14:48:27.451838,carlos-eduardo16
5935,INSERT,5371,1,667.12,2025-04-09 15:00:41.582784,2025-04-09 15:03:18.582784,marcela02
5936,INSERT,5372,3,308.79,2025-04-18 10:45:59.232191,2025-04-18 10:48:17.232191,liammacedo
5937,INSERT,5373,5,60.7,2025-01-27 11:30:04.445877,2025-01-27 11:32:27.445877,maria-vitoria21
5938,UPDATE,5373,5,71.34,2025-01-27 11:30:04.445877,2025-01-29 11:31:37.445877,dda-cunha
5939,INSERT,5374,4,780.32,2023-08-26 12:15:10.573215,2023-08-26 12:16:30.573215,peixotorenan
5940,INSERT,5375,1,151.68,2025-02-04 10:15:31.221340,2025-02-04 10:19:54.221340,pcamargo
5941,INSERT,5376,3,108.2,2023-06-15 16:30:03.110579,2023-06-15 16:32:13.110579,sousadavi-lucas
5942,INSERT,5377,1,390.31,2022-11-22 17:15:45.954801,2022-11-22 17:18:17.954801,novaesjulia
5943,INSERT,5378,3,466.94,2024-12-13 10:45:40.953367,2024-12-13 10:48:25.953367,theodoro12
5944,INSERT,5379,3,456.97,2023-06-16 09:00:18.412439,2023-06-16 09:03:50.412439,sofiaaraujo
5945,INSERT,5380,2,502.5,2023-07-01 13:00:20.628816,2023-07-01 13:04:03.628816,halves
5946,INSERT,5381,2,303.23,2025-02-22 12:45:56.466195,2025-02-22 12:50:34.466195,csa
5947,UPDATE,5381,2,246.05,2025-02-22 12:45:56.466195,2025-02-26 12:46:52.466195,oda-cruz
5948,INSERT,5382,1,440.8,2024-12-29 18:45:31.007834,2024-12-29 18:48:28.007834,mariaazevedo
5949,INSERT,5383,5,288.39,2023-05-16 08:45:17.688098,2023-05-16 08:50:10.688098,gmartins
5950,INSERT,5384,3,759.53,2022-07-09 12:30:25.034469,2022-07-09 12:34:29.034469,lnunes
5951,INSERT,5385,2,238.36,2023-05-16 11:00:05.702325,2023-05-16 11:03:01.702325,gmachado
5952,INSERT,5386,3,669.91,2024-07-21 09:30:25.431948,2024-07-21 09:33:37.431948,bento95
5953,INSERT,5387,4,315.89,2025-04-30 11:15:21.821077,2025-04-30 11:20:12.821077,raquelsiqueira
5954,INSERT,5388,2,770.58,2023-09-11 13:45:04.220156,2023-09-11 13:49:37.220156,isaacaraujo
5955,INSERT,5389,5,386.26,2023-09-15 10:00:12.750244,2023-09-15 10:02:39.750244,barroslucas-gabriel
5956,INSERT,5390,2,415.3,2022-06-19 12:00:54.028438,2022-06-19 12:05:18.028438,costaemilly
5957,INSERT,5391,5,635.36,2022-11-07 14:15:51.111372,2022-11-07 14:20:47.111372,rbarbosa
5958,INSERT,5392,2,575.55,2024-11-16 12:15:45.473498,2024-11-16 12:17:42.473498,lucas-gabriel55
5959,INSERT,5393,1,759.14,2024-11-14 10:00:58.159902,2024-11-14 10:04:07.159902,evelynmendes
5960,INSERT,5394,4,178.11,2023-06-07 17:00:42.419023,2023-06-07 17:02:12.419023,jmendonca
5961,INSERT,5395,2,479.66,2024-10-17 17:30:00.835977,2024-10-17 17:31:29.835977,luiz-fernando33
5962,INSERT,5396,3,459.74,2024-10-17 08:45:59.809755,2024-10-17 08:47:42.809755,paulofreitas
5963,INSERT,5397,5,169.85,2025-03-05 18:45:46.937792,2025-03-05 18:47:13.937792,goncalvesmaria-eduarda
5964,INSERT,5398,2,226.2,2022-10-15 17:15:00.255223,2022-10-15 17:19:38.255223,theo97
5965,INSERT,5399,3,417.24,2023-11-11 18:45:30.511287,2023-11-11 18:47:35.511287,maria-juliapires
5966,INSERT,5400,2,54.62,2023-01-18 15:45:03.086192,2023-01-18 15:47:47.086192,maria-julia14
5967,INSERT,5401,3,518.81,2023-10-02 08:45:15.725118,2023-10-02 08:48:11.725118,eda-mata
5968,INSERT,5402,3,329.07,2023-06-29 18:30:44.036522,2023-06-29 18:33:44.036522,anaabreu
5969,INSERT,5403,3,229.06,2025-03-08 09:30:47.269137,2025-03-08 09:33:16.269137,marqueskaique
5970,INSERT,5404,1,426.58,2023-12-01 15:15:28.269610,2023-12-01 15:16:52.269610,lcamargo
5971,INSERT,5405,2,289.68,2025-01-31 12:30:37.192307,2025-01-31 12:33:20.192307,epereira
5972,INSERT,5406,4,350.38,2024-05-09 18:00:24.699613,2024-05-09 18:01:17.699613,fernanda83
5973,INSERT,5407,2,571.51,2025-01-11 10:45:24.720469,2025-01-11 10:47:46.720469,pintoandre
5974,INSERT,5408,5,202.79,2023-08-05 10:30:45.266009,2023-08-05 10:32:23.266009,pintofernando
5975,INSERT,5409,3,180.34,2023-06-12 11:00:29.224518,2023-06-12 11:04:23.224518,giovanna98
5976,INSERT,5410,5,391.76,2024-05-30 13:30:44.671775,2024-05-30 13:30:45.671775,isabela96
5977,INSERT,5411,1,759.85,2025-06-09 12:15:22.476854,2025-06-09 12:18:21.476854,leaokamilly
5978,INSERT,5412,3,375.09,2024-08-06 14:15:44.247909,2024-08-06 14:19:40.247909,bryan06
5979,INSERT,5413,4,326.53,2023-05-31 15:00:44.671254,2023-05-31 15:01:00.671254,melissaalmeida
5980,INSERT,5414,5,496.16,2024-04-19 14:30:31.341739,2024-04-19 14:35:19.341739,da-pazbernardo
5981,INSERT,5415,5,135.49,2023-06-21 11:15:30.122111,2023-06-21 11:19:05.122111,theodoro99
5982,INSERT,5416,3,716.2,2022-07-09 08:30:01.344186,2022-07-09 08:30:08.344186,dmoreira
5983,INSERT,5417,5,693.92,2024-11-25 09:15:11.929431,2024-11-25 09:17:03.929431,livia11
5984,INSERT,5418,2,571.84,2024-04-28 15:15:55.402443,2024-04-28 15:19:58.402443,wmendes
5985,INSERT,5419,3,462.72,2024-10-12 17:15:29.007270,2024-10-12 17:19:03.007270,da-rosazoe
5986,INSERT,5420,5,378.72,2025-02-28 12:45:23.922309,2025-02-28 12:49:04.922309,onovais
5987,INSERT,5421,2,506.53,2025-03-18 10:00:07.991296,2025-03-18 10:02:46.991296,leocostela
5988,UPDATE,5421,2,602.37,2025-03-18 10:00:07.991296,2025-03-20 10:00:51.991296,isabelsouza
5989,INSERT,5422,3,774.58,2024-10-18 18:15:05.450446,2024-10-18 18:17:10.450446,sousaleonardo
5990,INSERT,5423,5,493.11,2024-09-11 17:30:39.337217,2024-09-11 17:32:31.337217,dandrade
5991,INSERT,5424,1,120.79,2025-02-08 18:30:33.645694,2025-02-08 18:32:34.645694,garciaantony
5992,INSERT,5425,1,289.82,2022-10-28 13:15:46.639275,2022-10-28 13:17:07.639275,dom65
5993,INSERT,5426,5,394.18,2022-11-08 18:00:45.101436,2022-11-08 18:05:19.101436,agatha13
5994,UPDATE,5426,5,441.57,2022-11-08 18:00:45.101436,2022-11-11 18:01:42.101436,uferreira
5995,INSERT,5427,1,464.67,2023-03-20 09:45:52.871806,2023-03-20 09:46:25.871806,eloah78
5996,INSERT,5428,5,778.05,2023-12-12 17:30:49.118361,2023-12-12 17:35:44.118361,pimentaagatha
5997,INSERT,5429,3,210.26,2022-08-15 08:00:24.505270,2022-08-15 08:05:20.505270,antoniocosta
5998,INSERT,5430,5,333.28,2022-07-15 10:00:34.036631,2022-07-15 10:03:42.036631,bruno65
5999,UPDATE,5430,5,313.66,2022-07-15 10:00:34.036631,2022-07-20 10:02:12.036631,ncirino
6000,INSERT,5431,3,597.1,2025-05-14 11:45:12.960415,2025-05-14 11:45:58.960415,limalucca
6001,INSERT,5432,3,360.97,2024-02-29 14:00:25.014707,2024-02-29 14:04:51.014707,clara51
6002,INSERT,5433,2,348.25,2022-09-08 17:30:16.974310,2022-09-08 17:32:57.974310,ldias
6003,UPDATE,5433,2,366.27,2022-09-08 17:30:16.974310,2022-09-13 17:34:57.974310,davi-miguel41
6004,INSERT,5434,4,409.11,2023-09-03 09:00:46.547134,2023-09-03 09:03:20.547134,fernandescaroline
6005,INSERT,5435,4,92.44,2025-04-04 09:30:51.846749,2025-04-04 09:31:27.846749,dsilveira
6006,INSERT,5436,4,131.31,2024-04-22 10:00:49.394536,2024-04-22 10:01:41.394536,lunnadias
6007,INSERT,5437,5,354.5,2023-08-12 11:45:10.069775,2023-08-12 11:50:02.069775,nogueiraluisa
6008,INSERT,5438,1,448.62,2024-10-22 09:45:34.197816,2024-10-22 09:49:28.197816,alicesa
6009,INSERT,5439,2,432.44,2025-06-01 18:45:44.510642,2025-06-01 18:49:52.510642,pcardoso
6010,INSERT,5440,5,238.33,2023-08-19 11:15:44.113862,2023-08-19 11:18:36.113862,eloah51
6011,INSERT,5441,2,565.62,2023-08-20 11:45:43.512278,2023-08-20 11:46:06.512278,oliviada-luz
6012,INSERT,5442,1,287.4,2024-05-14 13:45:20.543306,2024-05-14 13:49:43.543306,mateusda-mota
6013,INSERT,5443,3,223.07,2023-04-23 11:45:05.029918,2023-04-23 11:47:45.029918,emanuellynunes
6014,INSERT,5444,4,78.2,2025-05-12 16:15:21.816270,2025-05-12 16:19:52.816270,kamillynunes
6015,INSERT,5445,3,244.95,2024-03-19 10:00:54.811927,2024-03-19 10:02:18.811927,vitor-hugo11
6016,INSERT,5446,3,783.41,2023-07-28 18:45:55.776056,2023-07-28 18:50:45.776056,benicioferreira
6017,INSERT,5447,2,71.49,2024-09-21 09:30:38.744297,2024-09-21 09:33:10.744297,bento92
6018,INSERT,5448,3,110.8,2023-11-29 17:30:16.365331,2023-11-29 17:31:47.365331,guerraelisa
6019,INSERT,5449,3,566.17,2024-09-13 09:45:15.978822,2024-09-13 09:45:29.978822,umendonca
6020,INSERT,5450,2,56.87,2024-12-01 08:30:10.175730,2024-12-01 08:34:18.175730,peixotoliam
6021,INSERT,5451,2,586.4,2023-12-11 13:00:51.422127,2023-12-11 13:01:05.422127,bcavalcanti
6022,INSERT,5452,4,700.21,2022-09-21 17:45:17.360723,2022-09-21 17:49:49.360723,hlopes
6023,INSERT,5453,4,531.93,2025-02-20 18:30:59.305456,2025-02-20 18:33:17.305456,gomeslais
6024,INSERT,5454,5,666.27,2024-04-19 13:45:21.498764,2024-04-19 13:49:51.498764,rezendeheloisa
6025,INSERT,5455,1,606.24,2023-02-23 14:15:12.751028,2023-02-23 14:18:52.751028,cirinomarcos-vinicius
6026,INSERT,5456,5,730.24,2025-05-27 10:15:56.883636,2025-05-27 10:16:40.883636,macedogiovanna
6027,INSERT,5457,2,568.25,2023-01-30 09:00:02.113693,2023-01-30 09:03:59.113693,bruno35
6028,INSERT,5458,5,273.55,2023-03-13 09:00:17.339203,2023-03-13 09:00:50.339203,xpinto
6029,INSERT,5459,5,370.5,2024-03-02 18:45:10.207675,2024-03-02 18:46:54.207675,fonsecajoao-felipe
6030,INSERT,5460,2,108.13,2022-06-29 12:30:13.702550,2022-06-29 12:31:20.702550,lbarbosa
6031,INSERT,5461,1,182.06,2022-07-26 15:45:51.676788,2022-07-26 15:47:29.676788,sophiepires
6032,INSERT,5462,3,78.66,2024-07-07 09:00:12.843374,2024-07-07 09:01:12.843374,noahbrito
6033,INSERT,5463,2,81.84,2024-10-07 18:15:36.657069,2024-10-07 18:16:58.657069,davi-lucas73
6034,INSERT,5464,5,717.1,2024-03-10 10:15:11.060235,2024-03-10 10:17:31.060235,das-nevesluna
6035,INSERT,5465,4,383.95,2025-05-28 10:00:51.757188,2025-05-28 10:03:56.757188,leaopedro
6036,INSERT,5466,5,209.9,2023-09-02 10:30:45.122921,2023-09-02 10:33:11.122921,vmartins
6037,UPDATE,5466,5,242.99,2023-09-02 10:30:45.122921,2023-09-06 10:34:16.122921,da-rochaanthony
6038,INSERT,5467,3,700.09,2022-10-10 10:15:25.427910,2022-10-10 10:19:26.427910,ipires
6039,UPDATE,5467,3,760.92,2022-10-10 10:15:25.427910,2022-10-14 10:19:01.427910,isisda-mota
6040,INSERT,5468,1,505.44,2023-04-06 08:15:41.042567,2023-04-06 08:18:52.042567,lopesheloisa
6041,INSERT,5469,2,496.27,2023-01-02 17:45:04.696460,2023-01-02 17:49:40.696460,nogueiravitor
6042,UPDATE,5469,2,427.12,2023-01-02 17:45:04.696460,2023-01-05 17:48:27.696460,emillysa
6043,INSERT,5470,2,290.84,2024-12-01 12:00:11.726837,2024-12-01 12:01:29.726837,joao-felipe01
6044,INSERT,5471,2,460.52,2024-03-14 08:00:14.501588,2024-03-14 08:01:55.501588,valentim89
6045,INSERT,5472,1,168.93,2023-08-29 12:15:52.573461,2023-08-29 12:17:20.573461,monteiroaurora
6046,INSERT,5473,4,108.64,2025-05-14 10:45:55.201475,2025-05-14 10:47:47.201475,hfogaca
6047,INSERT,5474,2,300.07,2022-09-17 18:45:48.139715,2022-09-17 18:48:48.139715,isabella19
6048,INSERT,5475,5,622.51,2023-05-19 10:30:07.461372,2023-05-19 10:30:38.461372,ngoncalves
6049,INSERT,5476,3,696.93,2023-11-28 10:00:50.740400,2023-11-28 10:02:40.740400,yasminvieira
6050,UPDATE,5476,3,788.46,2023-11-28 10:00:50.740400,2023-11-29 10:01:15.740400,peixotoanthony-gabriel
6051,INSERT,5477,5,76.87,2024-02-07 11:30:49.026232,2024-02-07 11:34:54.026232,rcasa-grande
6052,INSERT,5478,5,381.82,2022-07-14 17:15:48.976942,2022-07-14 17:19:01.976942,duarteoliver
6053,INSERT,5479,4,375.27,2024-11-13 09:00:18.814679,2024-11-13 09:00:23.814679,hgomes
6054,UPDATE,5479,4,382.1,2024-11-13 09:00:18.814679,2024-11-15 09:03:09.814679,bruno16
6055,INSERT,5480,1,714.74,2024-05-11 13:45:53.429234,2024-05-11 13:48:27.429234,vianaelisa
6056,INSERT,5481,2,520.21,2023-07-18 15:15:54.348187,2023-07-18 15:16:27.348187,carolinemoraes
6057,INSERT,5482,5,221.28,2024-10-18 09:15:39.320108,2024-10-18 09:18:30.320108,bernardosampaio
6058,INSERT,5483,5,268.31,2024-12-15 10:00:05.814296,2024-12-15 10:04:31.814296,miguelmartins
6059,INSERT,5484,3,448.38,2023-11-11 13:45:37.154895,2023-11-11 13:48:25.154895,mirella96
6060,INSERT,5485,3,240.91,2024-02-08 08:00:22.851104,2024-02-08 08:01:24.851104,drocha
6061,INSERT,5486,4,531.81,2025-03-22 12:00:05.455399,2025-03-22 12:01:54.455399,raelcamargo
6062,INSERT,5487,4,309.74,2025-01-24 15:00:50.272421,2025-01-24 15:03:47.272421,igor49
6063,INSERT,5488,3,111.98,2022-07-10 18:15:50.452209,2022-07-10 18:18:25.452209,mendescarlos-eduardo
6064,INSERT,5489,1,699.8,2025-02-24 10:30:25.549416,2025-02-24 10:31:03.549416,da-pazgabrielly
6065,INSERT,5490,4,169.91,2025-04-25 18:15:43.292411,2025-04-25 18:18:52.292411,barbaranunes
6066,INSERT,5491,3,245.89,2022-11-29 10:45:43.318993,2022-11-29 10:45:54.318993,borgescaio
6067,INSERT,5492,1,534.85,2022-08-07 12:45:02.596042,2022-08-07 12:45:17.596042,acarvalho
6068,INSERT,5493,1,769.27,2025-06-15 17:00:47.304195,2025-06-15 17:01:40.304195,ottomarques
6069,UPDATE,5493,1,642.25,2025-06-15 17:00:47.304195,2025-06-17 17:02:24.304195,ana-julianovais
6070,INSERT,5494,2,477.63,2024-01-10 11:15:19.520585,2024-01-10 11:19:08.520585,julianarezende
6071,INSERT,5495,1,689.93,2024-06-19 16:30:43.437780,2024-06-19 16:35:15.437780,imoreira
6072,INSERT,5496,2,589.56,2025-01-17 12:45:51.311701,2025-01-17 12:46:31.311701,ana-clarapires
6073,INSERT,5497,1,300.97,2023-08-19 16:30:18.109046,2023-08-19 16:34:13.109046,machadoagatha
6074,UPDATE,5497,1,336.24,2023-08-19 16:30:18.109046,2023-08-22 16:35:13.109046,siqueirabreno
6075,INSERT,5498,1,408.77,2023-08-29 12:00:32.784983,2023-08-29 12:00:33.784983,maria-eduardarocha
6076,INSERT,5499,2,642.76,2024-10-22 10:15:29.501533,2024-10-22 10:16:57.501533,vasconceloslaura
6077,INSERT,5500,3,795.61,2023-03-25 10:30:21.567658,2023-03-25 10:33:11.567658,valentimvieira
6078,INSERT,5501,1,719.22,2023-02-26 13:30:26.091666,2023-02-26 13:35:24.091666,oliveiraana-sophia
6079,INSERT,5502,3,143.68,2024-12-10 10:15:37.001264,2024-12-10 10:17:31.001264,flopes
6080,INSERT,5503,2,618.2,2024-02-19 08:45:06.602142,2024-02-19 08:46:33.602142,vcassiano
6081,INSERT,5504,1,565.43,2025-03-03 18:15:31.119229,2025-03-03 18:17:11.119229,cavalcantemaria-helena
6082,INSERT,5505,2,62.98,2025-02-21 17:45:31.432594,2025-02-21 17:46:07.432594,lucca02
