id_pagamento,valor_pago,data_pagamento,tipo_pagamento_id_tipo_pagamento,consulta_id_consulta
4763,395.71,2023-01-22 16:15:42.736835,5,359
4764,514.52,2025-01-29 13:45:42.678860,5,8445
4765,212.05,2023-04-20 09:45:20.902050,4,4263
4766,128.16,2022-09-08 18:30:50.058076,5,4333
4767,329.06,2024-06-05 11:45:24.327015,4,4389
4768,520.18,2025-04-05 10:45:01.090228,2,8570
4769,649.53,2025-04-15 18:00:05.104803,2,8134
4770,227.53,2022-09-06 11:30:13.232074,2,9306
4771,74.54,2023-03-06 12:45:00.498060,2,813
4772,625.45,2023-04-16 18:00:20.154026,1,7020
4773,186.52,2025-03-29 18:30:02.070751,3,4921
4774,425.06,2023-01-19 10:45:41.055983,2,5836
4775,74.22,2024-04-07 11:30:29.279756,1,6754
4776,157.76,2024-01-19 10:30:06.630724,1,919
4777,531.58,2024-08-09 16:30:27.121796,2,8975
4778,789.66,2025-02-20 08:30:55.492304,2,7256
4779,520.23,2024-07-27 10:15:44.103851,2,1380
4780,472.26,2023-10-03 17:30:37.160899,3,5098
4781,718.29,2023-08-16 09:00:21.234050,1,4228
4782,349.78,2023-12-15 08:15:49.706684,5,8584
4783,209.78,2022-12-01 17:30:46.153000,5,9019
4784,647.96,2024-08-11 09:00:18.161720,5,2382
4785,597.23,2024-07-10 17:45:51.340555,1,1739
4786,106.54,2025-03-09 14:00:24.167346,1,657
4787,93.48,2024-12-05 09:00:22.617741,1,576
4788,258.55,2024-10-25 18:30:54.422608,5,9357
4789,663.81,2023-01-22 14:30:16.716227,3,7100
4790,677.98,2023-12-29 11:45:59.527649,4,8137
4791,94.37,2024-10-03 14:15:20.504254,1,3286
4792,279.77,2025-02-05 17:30:33.995595,5,9312
4793,248.62,2025-03-06 10:15:36.640977,2,3560
4794,495.68,2025-02-14 12:15:04.451616,5,8002
4795,213.4,2023-10-10 12:45:23.378644,1,1733
4796,581.84,2025-01-28 11:15:35.880569,5,104
4797,733.03,2023-11-04 14:45:40.685037,2,6654
4798,471.16,2023-12-23 15:00:41.399186,2,6732
4799,71.6,2022-10-17 14:30:52.630175,4,332
4800,341.07,2025-02-25 10:00:14.980558,5,8564
4801,568.87,2022-10-16 13:15:03.684782,4,9194
4802,444.15,2023-08-02 17:45:31.213412,5,6609
4803,310.79,2024-09-03 10:30:09.497107,1,6267
4804,586.25,2024-06-02 14:45:07.626643,2,5241
4805,435.76,2024-11-07 10:00:21.672525,1,1864
4806,175.92,2022-07-18 09:00:54.951890,1,3941
4807,410.88,2024-11-16 11:00:34.518895,2,8437
4808,572.76,2024-09-13 09:30:49.816181,2,2993
4809,663.61,2022-08-23 12:15:16.408765,1,800
4810,376.43,2024-10-29 09:00:06.025609,3,5149
4811,295.85,2025-02-25 09:30:02.395975,1,5219
4812,542.49,2023-08-15 10:45:37.675060,2,4804
4813,552.47,2023-03-17 11:30:47.881989,2,7709
4814,554.35,2024-05-23 18:15:03.808972,5,8946
4815,568.78,2025-04-29 14:45:20.823778,3,9277
4816,791.81,2022-11-17 10:45:32.427604,3,232
4817,275.2,2022-12-17 08:00:00.895123,3,5672
4818,599.61,2023-04-09 10:15:28.879954,5,5368
4819,679.1,2024-08-11 16:00:55.046813,3,8852
4820,463.31,2022-08-24 13:15:39.825618,5,709
4821,694.51,2022-12-16 16:00:11.435810,1,1759
4822,185.05,2022-11-23 18:45:03.803345,2,8666
4823,472.11,2025-02-23 12:30:52.962935,4,5819
4824,638.55,2023-11-28 17:00:19.227542,2,1839
4825,393.93,2024-08-30 13:45:33.427551,1,1775
4826,286.58,2024-04-07 08:15:56.999053,5,4273
4827,109.79,2023-06-20 13:15:28.681988,1,1677
4828,681.76,2022-07-02 09:15:14.197011,5,1636
4829,406.11,2024-05-20 14:30:13.603179,4,586
4830,651.48,2023-10-15 12:30:59.242761,1,1827
4831,675.82,2024-07-13 13:45:39.784163,4,2154
4832,332.03,2023-11-27 15:00:25.453936,3,6055
4833,398.96,2024-05-09 09:00:32.370394,4,6565
4834,149.15,2022-08-28 12:15:53.800511,1,1875
4835,182.17,2022-09-20 12:45:22.813643,2,2608
4836,314.69,2023-08-20 13:15:46.607630,5,2153
4837,493.8,2023-10-28 18:45:17.636397,1,8753
4838,689.39,2024-06-16 08:15:57.107655,1,2640
4839,292.1,2022-10-01 12:45:07.179110,5,1209
4840,592.63,2022-10-18 09:00:09.821514,2,5508
4841,405.56,2025-03-11 18:00:41.444608,2,1512
4842,379.78,2023-05-14 17:15:04.516454,3,3186
4843,735.1,2022-10-01 13:15:09.204926,3,2463
4844,795.33,2024-03-28 16:30:11.470559,2,5582
4845,270.71,2024-04-18 16:15:51.983690,1,8717
4846,592.29,2025-02-18 11:00:37.295085,4,9296
4847,353.35,2025-06-13 18:00:42.256517,2,114
4848,619.68,2023-07-03 08:45:31.021637,2,5632
4849,713.88,2023-02-16 18:30:45.435011,3,3369
4850,167.79,2022-07-04 16:15:59.335023,4,375
4851,455.95,2024-08-11 12:15:51.526179,4,8641
4852,719.48,2022-12-07 08:00:47.589870,5,7010
4853,262.19,2024-11-16 11:30:04.467561,4,9384
4854,624.15,2022-09-29 17:15:38.923273,2,3791
4855,662.67,2023-07-02 11:15:10.933277,4,9309
4856,645.24,2024-09-24 14:15:51.231915,3,3792
4857,75.74,2023-06-23 11:00:42.308891,2,9720
4858,195.84,2024-08-11 10:45:40.762086,2,4217
4859,242.14,2023-09-08 17:30:34.774273,4,6041
4860,397.57,2023-05-14 14:15:00.032238,5,1765
4861,209.33,2023-08-15 11:45:56.579839,4,8179
4862,500.35,2024-10-12 09:15:33.115532,5,1180
4863,310.21,2025-05-19 08:45:42.380191,5,3786
4864,465.61,2022-09-22 13:00:13.247892,4,7180
4865,133.41,2024-06-29 11:15:46.070939,4,4646
4866,302.73,2024-12-20 13:30:13.959758,3,3861
4867,780.63,2022-06-26 08:30:39.991246,4,4875
4868,414.98,2024-08-17 08:15:32.842911,3,2097
4869,253.95,2022-11-06 15:45:46.951267,3,4072
4870,520.19,2024-02-17 09:30:49.162755,1,9054
4871,788.96,2024-04-27 11:45:20.020779,4,2289
4872,506.43,2025-04-22 12:30:55.696559,4,2412
4873,116.33,2024-12-03 10:15:24.796072,3,7534
4874,269.28,2022-09-20 09:00:03.032025,2,4873
4875,399.4,2024-07-19 14:00:31.467330,1,8964
4876,507.58,2022-12-10 10:15:13.258054,4,6583
4877,249.77,2023-06-13 18:00:57.590917,5,2845
4878,200.49,2024-03-03 15:15:58.180802,1,3481
4879,235.44,2023-12-31 17:00:12.296625,5,123
4880,92.65,2025-02-08 09:15:45.991357,3,5259
4881,630.48,2022-06-24 09:15:43.245605,1,1435
4882,661.27,2023-08-12 15:45:21.282445,2,2944
4883,56.56,2023-10-17 09:00:37.119359,2,6861
4884,147.78,2025-03-27 11:00:22.305642,3,1310
4885,713.75,2023-02-17 12:30:12.764954,5,4916
4886,485.93,2022-06-21 14:30:33.317547,2,2394
4887,674.2,2022-08-17 18:30:03.766281,1,4575
4888,320.42,2024-04-20 18:15:01.974014,2,6929
4889,717.62,2025-05-20 13:00:48.385454,2,9321
4890,640.48,2023-10-07 13:45:27.487721,3,9600
4891,441.59,2024-12-13 14:15:30.608681,5,9683
4892,191.33,2023-12-14 17:30:05.673494,3,3299
4893,410.56,2024-10-21 16:45:47.504130,2,1035
4894,432.73,2025-02-15 08:00:18.879206,5,878
4895,364.26,2023-01-14 14:15:33.568007,4,9502
4896,704.25,2022-08-27 10:30:14.768642,3,2701
4897,686.48,2025-03-08 11:00:58.140955,1,5472
4898,94.21,2023-10-05 08:00:23.693413,5,3392
4899,340.69,2023-09-17 09:00:40.568207,4,540
4900,440.7,2024-10-25 17:00:55.507983,2,5003
4901,476.98,2024-03-04 14:00:00.914905,2,7489
4902,499.08,2023-03-01 12:00:32.134812,1,781
4903,248.36,2024-03-29 09:30:43.547114,5,4998
4904,440.41,2024-07-12 09:00:26.881308,4,7262
4905,223.84,2023-03-14 13:30:23.084977,1,453
4906,610.22,2023-01-07 09:15:22.556458,4,259
4907,211.61,2025-01-17 12:30:45.668847,1,5332
4908,408.15,2023-05-17 14:45:21.710560,1,1599
4909,777.82,2025-06-02 16:30:01.918388,3,6901
4910,264.97,2025-03-07 11:45:31.777012,2,8011
4911,789.71,2024-12-08 17:15:01.241096,5,3743
4912,214.53,2023-04-03 13:45:40.851201,1,5612
4913,245.1,2023-04-16 15:15:42.770075,1,3207
4914,797.17,2024-01-05 11:15:14.683062,4,488
4915,434.33,2024-12-16 11:45:45.844496,5,5404
4916,114.76,2023-06-04 17:00:32.237905,4,9331
4917,314.17,2022-12-23 10:45:15.986121,5,6978
4918,262.06,2023-03-15 15:00:37.348273,2,1149
4919,371.71,2024-10-19 14:45:29.667907,4,879
4920,697.48,2023-09-24 13:30:00.978013,3,1687
4921,454.4,2024-12-04 13:00:16.480552,2,6786
4922,687.42,2022-11-27 16:30:42.539154,4,1479
4923,472.61,2023-08-23 18:00:52.733469,3,2793
4924,238.72,2023-09-14 15:15:53.644717,4,41
4925,333.38,2022-08-25 12:00:20.905582,3,7417
4926,713.91,2024-09-20 10:30:01.103275,1,2434
4927,638.12,2024-04-03 13:45:23.661914,1,70
4928,251.55,2022-09-15 14:15:36.830329,5,8983
4929,254.39,2024-03-25 15:15:55.760632,5,6058
4930,732.34,2022-08-02 17:00:11.606686,1,5346
4931,666.21,2024-06-15 08:30:46.971329,3,3066
4932,437.86,2023-09-23 12:00:29.430458,3,3386
4933,368.12,2024-03-14 13:30:04.607698,3,267
4934,208.37,2023-09-29 16:30:17.405823,1,3368
4935,563.68,2024-11-27 09:45:41.733165,4,8265
4936,171.53,2022-12-30 13:15:17.869070,2,3272
4937,799.5,2024-04-07 08:00:00.819388,1,748
4938,110.43,2023-01-21 16:15:15.309652,2,2806
4939,79.41,2025-02-09 08:30:48.832883,1,2294
4940,587.84,2024-11-29 09:15:51.774163,2,355
4941,525.95,2022-12-10 16:30:44.409314,3,1923
4942,662.43,2023-06-21 13:15:18.755490,5,2173
4943,710.93,2025-01-21 18:00:11.354192,3,6943
4944,342.23,2023-03-10 15:45:35.471406,5,7297
4945,648.2,2024-07-03 17:30:41.396577,4,7013
4946,249.49,2022-09-15 17:00:55.066316,5,2322
4947,103.61,2022-10-10 11:45:57.380901,5,6692
4948,740.78,2025-01-30 18:15:18.653613,2,1313
4949,159.47,2024-12-30 16:30:21.886041,5,5736
4950,166.49,2023-04-15 17:30:01.382632,5,4087
4951,795.0,2023-10-26 18:30:23.447005,1,7588
4952,216.09,2025-02-26 09:00:57.355520,1,9515
4953,751.74,2023-10-09 14:15:10.191852,1,1831
4954,157.67,2023-06-14 18:00:18.391884,3,7420
4955,759.47,2023-06-22 16:45:06.778753,3,3917
4956,514.17,2024-06-14 08:45:35.762748,1,4304
4957,706.8,2022-09-18 09:15:14.623726,5,3172
4958,656.27,2023-07-26 13:15:25.822531,5,2103
4959,683.76,2024-02-22 16:30:36.354380,2,478
4960,124.56,2024-10-09 17:00:02.253102,4,9761
4961,434.38,2022-08-10 11:15:38.994370,2,3579
4962,92.48,2022-11-04 11:30:53.414788,3,475
4963,421.46,2023-05-13 09:15:06.977145,1,7743
4964,126.37,2025-01-22 08:45:10.244559,2,9099
4965,686.59,2022-11-13 16:30:42.519601,5,5576
4966,255.65,2025-05-01 15:45:43.975321,2,1328
4967,147.87,2025-05-03 18:15:12.276931,3,8386
4968,250.03,2024-08-27 14:45:14.388907,2,4681
4969,523.29,2023-12-08 08:15:11.609725,3,3583
4970,441.71,2024-11-20 08:15:50.562878,2,6323
4971,720.06,2024-08-04 10:15:27.510845,4,4847
4972,352.8,2023-02-07 18:45:53.181341,4,3450
4973,270.98,2023-05-15 18:45:44.597373,4,7055
4974,768.56,2024-07-31 10:30:15.424257,2,3435
4975,372.93,2025-05-22 13:00:12.432131,4,1426
4976,600.05,2025-04-24 10:15:51.845933,5,4350
4977,682.88,2024-01-22 18:45:30.399611,3,2432
4978,295.74,2023-08-22 14:30:07.425975,2,5858
4979,313.48,2023-07-12 14:15:13.253740,4,2723
4980,737.36,2023-09-26 17:30:31.844719,2,5891
4981,584.32,2024-01-06 16:45:13.738040,3,5608
4982,422.35,2025-03-13 17:00:18.778447,1,1972
4983,175.01,2024-07-11 09:45:38.694033,1,3770
4984,402.4,2023-07-25 09:45:11.786702,1,3718
4985,499.12,2024-01-17 14:15:11.994380,3,6944
4986,199.44,2023-10-14 14:30:58.457653,2,5879
4987,515.08,2023-11-19 12:00:25.578994,2,9342
4988,320.64,2024-07-25 16:30:30.276365,2,8257
4989,474.45,2024-02-19 16:45:13.978607,2,3669
4990,92.97,2024-01-07 08:30:08.770113,3,4428
4991,218.26,2023-08-20 09:15:06.720783,3,8200
4992,422.05,2025-02-07 17:15:27.972398,4,37
4993,106.32,2023-02-26 17:00:25.131500,3,6658
4994,733.74,2024-05-01 18:30:01.931862,2,6953
4995,399.0,2023-09-07 13:45:31.096334,5,1724
4996,564.32,2024-12-16 10:45:35.401940,4,8276
4997,351.9,2022-09-02 13:15:34.967729,2,5201
4998,152.45,2025-05-25 14:45:31.670222,1,4422
4999,213.01,2024-04-20 15:15:21.426986,3,6463
5000,249.3,2024-12-25 16:15:17.988958,4,6356
5001,751.55,2022-07-27 15:45:14.721197,3,9605
5002,300.61,2022-12-23 09:30:34.368106,1,9712
5003,407.11,2024-09-07 08:30:47.999975,5,978
5004,63.56,2024-08-03 17:00:25.049470,5,7359
5005,348.58,2024-09-27 10:15:21.015299,4,9663
5006,670.63,2023-05-04 12:45:50.981196,2,2986
5007,784.48,2025-01-12 13:30:07.503070,5,601
5008,446.7,2023-09-23 15:00:33.122151,3,7611
5009,215.16,2022-08-28 11:45:21.399480,3,5796
5010,424.36,2022-09-22 15:45:14.529565,2,2220
5011,75.6,2024-02-14 18:30:35.963259,1,1307
5012,751.79,2024-11-03 12:15:13.519608,1,8244
5013,632.8,2022-11-22 15:45:35.519979,3,5150
5014,98.97,2023-01-27 13:45:32.162373,3,5391
5015,258.33,2023-03-01 18:15:28.662998,3,7853
5016,495.49,2024-11-12 15:45:55.259028,1,4124
5017,109.95,2023-12-28 14:00:20.687014,2,9352
5018,429.9,2022-07-08 10:15:38.780837,4,440
5019,318.99,2022-10-04 17:30:22.073363,1,5416
5020,798.64,2022-11-02 13:30:47.814777,4,6350
5021,445.7,2023-01-08 15:30:03.159563,2,2927
5022,129.62,2025-04-02 12:30:02.510560,3,8736
5023,296.21,2024-06-24 11:15:23.968811,4,9187
5024,390.41,2024-01-13 10:30:16.049865,5,4262
5025,582.23,2024-09-10 08:00:44.414777,1,3922
5026,391.77,2022-12-11 09:15:29.308992,3,6112
5027,604.34,2023-06-24 16:45:14.411565,3,5298
5028,568.08,2023-04-13 09:00:55.832630,5,4807
5029,466.63,2023-10-19 13:00:44.073111,2,1650
5030,328.34,2023-12-20 15:00:51.097900,3,3313
5031,325.22,2023-03-10 12:00:17.745162,1,710
5032,445.34,2024-11-24 16:45:27.645782,1,5512
5033,166.77,2025-03-02 11:00:37.408309,1,1989
5034,561.2,2023-02-24 11:45:45.390878,2,9633
5035,555.07,2022-09-27 13:45:59.833720,3,8561
5036,229.99,2024-05-01 16:30:14.641640,2,1501
5037,448.93,2024-04-11 16:30:31.464358,5,2683
5038,702.37,2023-01-23 08:15:40.708557,4,4540
5039,750.11,2024-05-03 17:30:36.856600,4,1285
5040,202.09,2022-11-17 09:00:13.685763,3,2117
5041,296.94,2024-08-22 09:30:32.175500,4,5726
5042,97.26,2025-03-05 18:15:28.294962,1,8215
5043,711.82,2022-10-07 10:00:57.099323,1,466
5044,624.29,2025-01-15 15:30:22.701906,5,7725
5045,188.52,2023-10-26 14:00:50.811323,5,6131
5046,532.8,2024-09-26 15:45:07.888250,1,8467
5047,54.36,2024-10-06 12:15:54.087319,1,6062
5048,554.5,2022-12-04 10:00:44.435015,4,6422
5049,689.25,2025-02-19 11:00:39.815950,2,4027
5050,134.0,2025-01-07 18:00:44.958646,3,5518
5051,279.91,2023-09-29 10:00:07.337676,2,1420
5052,358.81,2023-11-01 17:00:43.235584,4,6580
5053,793.5,2024-01-23 15:15:06.321651,3,5350
5054,543.62,2025-04-11 08:45:15.786960,5,6590
5055,778.94,2024-01-01 15:30:27.076160,1,5538
5056,65.76,2025-05-07 10:45:24.369170,2,4104
5057,547.41,2023-02-13 08:00:28.468481,4,9612
5058,589.82,2023-04-16 08:30:22.940947,5,1099
5059,736.82,2022-09-01 16:00:01.921275,1,2478
5060,477.26,2022-09-10 17:15:32.336167,1,950
5061,275.0,2025-04-15 10:45:21.936924,2,8504
5062,323.35,2023-04-06 13:30:27.628709,5,610
5063,623.75,2024-03-12 14:00:44.444257,3,8688
5064,108.98,2022-11-21 15:00:38.426261,2,4110
5065,218.97,2022-12-06 10:30:03.913548,1,4120
5066,609.72,2023-12-02 09:30:08.470252,3,7722
5067,96.83,2023-01-28 15:00:06.928940,3,5026
5068,504.74,2023-07-16 15:30:34.986079,4,3185
5069,707.24,2024-08-27 11:00:03.280140,2,5261
5070,631.16,2023-12-19 08:30:05.921301,5,3467
5071,455.02,2023-11-29 17:15:41.815653,3,4695
5072,311.48,2023-05-24 17:30:30.949395,3,1334
5073,231.41,2024-10-14 17:30:12.604879,2,4076
5074,110.0,2024-05-21 08:00:04.444080,5,9068
5075,493.87,2024-06-27 08:15:21.457484,1,4555
5076,89.56,2024-10-29 10:45:27.145736,3,5881
5077,127.35,2023-11-26 11:45:48.460129,5,5453
5078,758.04,2024-04-24 17:45:03.971888,4,641
5079,277.7,2024-11-04 09:00:57.210459,4,2705
5080,572.08,2023-08-25 18:45:00.010221,3,5080
5081,740.58,2025-05-05 18:00:22.993346,5,2047
5082,464.18,2023-10-03 18:30:51.654195,3,3785
5083,84.95,2024-02-21 11:00:56.521198,3,7824
5084,79.37,2023-08-11 14:45:49.344411,5,8368
5085,214.0,2022-12-31 18:30:31.574317,4,9483
5086,738.45,2023-03-29 15:00:00.001951,4,6576
5087,712.66,2025-06-07 18:45:46.165466,3,7340
5088,503.48,2024-12-22 08:30:54.543140,4,6059
5089,258.56,2024-06-15 17:15:58.175558,4,3159
5090,283.89,2022-12-04 12:00:39.240575,2,5791
5091,397.55,2023-07-30 11:30:05.947505,4,3056
5092,630.91,2024-07-21 11:15:15.366010,3,8556
5093,168.13,2025-03-06 18:15:45.158064,3,5193
5094,657.92,2025-02-03 13:30:24.652709,1,1940
5095,638.57,2023-07-18 12:15:28.476612,1,2537
5096,550.5,2023-05-23 11:45:48.232646,5,1243
5097,732.62,2023-12-29 09:15:37.232347,2,6506
5098,620.59,2025-06-02 17:00:48.928030,2,7372
5099,484.63,2024-05-03 10:00:47.105341,5,5797
5100,561.5,2023-06-25 13:30:54.767211,3,5665
5101,425.99,2022-06-30 18:30:03.374537,5,111
5102,727.79,2022-06-25 18:45:48.374245,2,2571
5103,278.12,2022-09-20 09:00:34.268671,1,1607
5104,445.25,2024-06-29 12:00:05.102771,4,2398
5105,70.69,2024-10-07 09:30:10.182523,1,6624
5106,102.71,2023-08-19 12:00:51.994468,3,4999
5107,519.03,2024-11-12 11:45:47.537334,1,3502
5108,656.79,2024-04-29 16:15:45.613585,4,3340
5109,110.84,2024-11-12 15:15:25.005684,4,763
5110,294.71,2023-02-16 17:00:41.154769,3,6142
5111,678.91,2023-07-27 11:00:41.339571,2,2470
5112,641.34,2023-09-05 16:45:07.781648,3,1282
5113,167.98,2024-07-03 12:00:25.100312,1,391
5114,302.15,2025-03-16 12:45:50.641159,1,8419
5115,769.05,2024-03-13 18:15:23.004726,4,2698
5116,509.56,2024-09-19 12:30:17.474875,2,5992
5117,583.4,2023-03-27 08:00:34.249864,1,7559
5118,656.79,2023-06-18 09:15:55.620526,5,1355
5119,515.89,2025-04-07 16:45:57.247364,5,8407
5120,106.9,2022-12-05 17:45:39.640652,3,2584
5121,195.46,2024-05-15 13:15:28.891426,2,6137
5122,766.88,2022-10-12 16:45:29.301491,5,7583
5123,114.74,2023-03-08 08:00:00.872412,1,4067
5124,99.33,2024-03-09 13:00:04.972939,4,4045
5125,397.53,2023-09-23 09:15:27.712438,5,8933
5126,473.95,2023-12-14 18:30:28.748538,3,5864
5127,428.9,2023-07-09 15:15:30.421592,4,9476
5128,626.13,2025-02-23 15:30:08.320467,2,7833
5129,530.24,2024-03-10 11:45:40.843019,2,9325
5130,392.55,2023-12-26 13:45:03.812314,2,5573
5131,784.13,2024-10-31 09:30:10.580389,1,1585
5132,615.05,2023-07-18 08:15:33.446350,2,5445
5133,526.08,2024-10-29 12:15:43.923757,4,9417
5134,310.91,2022-10-10 08:00:52.968155,5,4013
5135,360.83,2024-05-23 18:45:49.120942,2,659
5136,171.51,2025-04-18 09:45:22.391997,2,1658
5137,349.45,2022-08-21 12:30:21.016733,5,1895
5138,119.77,2023-11-12 18:30:14.040684,2,8679
5139,275.19,2025-04-19 09:30:57.573918,2,5638
5140,215.41,2024-11-28 09:00:33.715907,3,8048
5141,598.65,2022-08-18 09:15:48.637742,5,5320
5142,330.86,2024-01-31 14:30:28.899586,3,8060
5143,293.94,2024-07-30 08:15:38.583715,4,2864
5144,520.22,2022-09-26 18:45:34.923404,2,339
5145,410.27,2023-12-19 16:15:31.968918,3,1810
5146,360.54,2023-07-28 13:30:02.249940,1,8097
5147,104.96,2024-04-29 16:45:07.705257,1,4374
5148,551.91,2023-02-26 13:30:25.058707,1,6857
5149,322.7,2024-03-30 16:00:44.514659,1,6707
5150,205.43,2025-03-21 13:30:55.883784,4,9824
5151,777.35,2024-04-16 18:45:53.899170,4,8307
5152,636.75,2024-06-26 08:45:10.768259,4,8696
5153,423.41,2023-09-05 18:45:12.192021,5,5678
5154,248.54,2022-12-03 14:30:33.354111,3,3544
5155,649.45,2023-08-26 15:15:28.682530,2,1806
5156,528.56,2023-03-30 14:15:27.954134,2,8690
5157,589.86,2023-12-07 17:00:35.948080,2,7369
5158,337.84,2022-07-06 17:00:44.608999,3,3089
5159,546.14,2023-05-25 12:30:17.831646,5,8077
5160,208.52,2025-03-22 16:00:37.535546,5,2675
5161,403.16,2023-12-13 15:45:04.397833,5,4642
5162,400.73,2023-02-08 09:15:12.382457,1,2714
5163,501.91,2023-11-28 13:45:46.647250,2,6551
5164,562.92,2023-10-06 13:00:53.571738,1,1527
5165,120.61,2023-01-01 14:00:02.850343,1,9127
5166,638.15,2025-04-19 14:45:41.907758,4,3658
5167,267.39,2023-02-09 13:00:01.317745,5,6172
5168,704.57,2024-08-03 14:30:05.698329,3,694
5169,221.37,2022-08-16 09:45:52.267821,3,2492
5170,622.5,2024-03-21 13:15:17.291686,1,4497
5171,384.02,2023-09-16 12:15:52.231237,5,5828
5172,135.19,2023-08-07 18:45:36.050432,5,3115
5173,168.67,2024-09-11 08:45:36.505551,5,3470
5174,650.51,2025-03-25 12:00:27.555043,2,3021
5175,604.39,2023-02-11 17:30:55.568766,4,2618
5176,724.74,2023-07-07 10:15:47.102685,4,5208
5177,389.08,2023-12-20 11:45:27.011941,4,8416
5178,322.82,2023-06-29 13:15:59.031858,1,6392
5179,61.19,2024-05-10 18:00:50.551571,4,9045
5180,379.92,2024-01-10 16:30:36.369806,1,289
5181,401.1,2023-12-20 16:00:15.407558,2,2147
5182,402.44,2023-03-29 10:45:11.556341,2,4980
5183,632.56,2023-09-04 12:30:43.693705,4,4610
5184,394.03,2024-04-26 16:00:39.376470,2,7186
5185,93.42,2025-03-17 18:15:02.156416,3,9706
5186,670.49,2023-02-14 17:00:42.560594,2,7216
5187,540.3,2024-09-29 15:30:17.223790,4,9150
5188,584.26,2024-11-07 16:15:02.252786,5,1459
5189,309.94,2025-04-09 09:45:03.199594,4,8410
5190,59.81,2023-07-24 11:30:19.622434,3,1319
5191,346.17,2024-06-20 13:45:50.616448,3,1131
5192,334.19,2024-09-14 15:00:14.889349,4,1965
5193,315.6,2023-12-16 09:30:04.690890,5,9206
5194,244.97,2023-11-09 15:00:00.023231,4,8655
5195,116.99,2023-07-14 15:15:15.372201,3,714
5196,668.61,2022-11-25 17:30:07.571642,5,7666
5197,423.91,2024-01-16 13:45:21.966422,4,2617
5198,550.81,2023-04-03 15:15:19.332357,4,4149
5199,393.27,2023-05-30 14:15:03.311576,4,2248
5200,523.05,2022-07-08 16:45:47.881932,4,4581
5201,413.41,2024-11-25 16:00:12.798850,5,892
5202,399.12,2023-12-13 14:15:43.362202,3,6134
5203,82.49,2023-04-16 11:00:36.013248,5,5325
5204,321.66,2022-08-01 08:45:26.405953,4,4115
5205,462.35,2022-08-31 16:00:12.724431,2,5126
5206,622.12,2023-02-24 11:45:31.813742,2,2757
5207,124.42,2025-03-13 17:45:04.316288,1,415
5208,359.01,2022-12-18 17:15:09.128440,3,3047
5209,241.24,2022-09-08 11:00:25.185924,4,7843
5210,380.2,2024-06-04 15:30:03.231405,1,4130
5211,331.38,2022-08-24 15:45:10.712839,5,4227
5212,222.63,2022-08-15 10:15:40.759361,1,1128
5213,521.2,2024-05-12 12:15:16.717304,1,1483
5214,525.34,2022-10-15 12:15:15.737351,1,7309
5215,706.55,2024-12-29 18:30:31.638941,5,2825
5216,483.62,2023-04-05 18:15:49.237328,1,6240
5217,678.81,2023-12-21 08:45:42.523330,2,3042
5218,370.59,2022-09-06 17:45:35.730557,3,288
5219,538.23,2024-02-23 14:45:12.125002,2,6951
5220,112.1,2024-01-24 08:45:42.111204,3,5961
5221,388.25,2022-09-24 08:15:46.523644,3,1552
5222,655.42,2024-02-17 17:30:17.879812,5,209
5223,102.34,2023-01-20 14:00:58.839760,2,8000
5224,137.09,2022-09-20 15:15:43.023175,3,7320
5225,93.24,2024-11-12 10:30:31.889368,4,6169
5226,581.02,2023-05-09 13:30:57.102738,1,2268
5227,230.35,2024-09-28 10:00:59.202516,2,7377
5228,759.08,2023-04-01 12:00:21.335713,3,448
5229,54.15,2024-11-25 10:30:35.665471,4,6111
5230,497.61,2022-07-19 14:30:35.423950,2,2851
5231,443.45,2023-08-15 18:00:46.686078,2,3374
5232,386.76,2023-12-22 15:45:10.949996,1,7175
5233,264.25,2024-08-23 11:00:51.721844,2,6052
5234,468.75,2023-08-01 17:30:35.294889,5,5645
5235,179.24,2023-09-18 10:15:14.586463,3,513
5236,553.2,2022-11-13 18:00:52.732975,4,2266
5237,791.56,2024-01-17 18:30:05.693733,1,4852
5238,233.21,2024-06-20 11:00:54.862046,3,982
5239,772.31,2022-12-20 08:45:20.488826,1,2473
5240,680.96,2022-11-12 10:30:23.123068,1,7835
5241,668.2,2025-03-17 09:00:54.660102,1,688
5242,677.74,2024-07-08 14:15:34.244906,1,9641
5243,240.35,2023-07-08 12:45:43.844008,5,8109
5244,551.89,2025-01-25 14:15:33.160743,3,2240
5245,513.45,2022-09-18 12:30:39.397879,3,5297
5246,94.96,2023-11-26 10:45:50.444071,1,1755
5247,69.64,2022-10-14 10:00:37.250375,3,366
5248,368.26,2023-11-30 15:00:50.971067,3,2397
5249,582.75,2023-08-16 17:30:10.853975,5,3317
5250,366.84,2024-05-01 18:15:57.173475,5,808
5251,458.87,2024-05-18 15:00:24.262235,4,1753
5252,789.52,2024-04-25 18:15:15.061839,1,9394
5253,226.51,2024-11-05 08:30:26.005538,2,7764
5254,589.0,2022-07-25 10:30:05.542989,5,3471
5255,365.89,2022-07-18 14:00:33.381920,5,242
5256,557.88,2024-07-09 11:45:44.864002,4,9802
5257,787.79,2025-05-21 14:30:12.860339,3,1187
5258,656.05,2022-10-12 15:00:39.763680,1,4527
5259,670.93,2023-09-09 18:00:19.736223,5,1749
5260,451.23,2023-09-21 18:30:20.789013,3,3944
5261,515.05,2023-06-22 15:30:27.501756,4,4390
5262,339.32,2023-05-14 14:30:01.173508,1,5650
